Snapshot Source.Name,Cost Center,Cost Center Name,Person Name,Plan Period,Plan Month,Planned Avail Hours,Planned Direct Hours,Planned Util %,Plan Age Periods
FY26_P02_Utilization_2025-11.csv,CC-1010,Structural Engineering,Camille Thorne,3,2025-12,145.7,125.9,86.42,1
FY26_P02_Utilization_2025-11.csv,CC-1010,Structural Engineering,Devon Sandoval,3,2025-12,155.7,125.8,80.80,1
FY26_P02_Utilization_2025-11.csv,CC-1010,Structural Engineering,Elena Lindqvist,3,2025-12,137.9,106.6,77.27,0
FY26_P02_Utilization_2025-11.csv,CC-1010,Structural Engineering,Farid Beaumont,3,2025-12,155.6,150.6,96.80,1
FY26_P02_Utilization_2025-11.csv,CC-1010,Structural Engineering,Grace Mbeki,3,2025-12,146.1,113.4,77.60,1
FY26_P02_Utilization_2025-11.csv,CC-1010,Structural Engineering,Hassan Adeyemi,3,2025-12,114.4,87.6,76.59,0
FY26_P02_Utilization_2025-11.csv,CC-1010,Structural Engineering,Imani Mensah,3,2025-12,153.8,124.9,81.20,0
FY26_P02_Utilization_2025-11.csv,CC-1010,Structural Engineering,Jonas Whitfield,3,2025-12,181.2,128.5,70.90,0
FY26_P02_Utilization_2025-11.csv,CC-1010,Structural Engineering,Katya Rathore,3,2025-12,135.2,107.4,79.42,0
FY26_P02_Utilization_2025-11.csv,CC-1020,Mechanical Engineering,Liam Carrasco,3,2025-12,119.0,78.5,65.93,0
FY26_P02_Utilization_2025-11.csv,CC-1020,Mechanical Engineering,Maren Yilmaz,3,2025-12,135.3,123.5,91.25,0
FY26_P02_Utilization_2025-11.csv,CC-1020,Mechanical Engineering,Nikhil Petrova,3,2025-12,136.2,85.2,62.54,1
FY26_P02_Utilization_2025-11.csv,CC-1020,Mechanical Engineering,Odessa Duarte,3,2025-12,127.9,110.7,86.59,0
FY26_P02_Utilization_2025-11.csv,CC-1020,Mechanical Engineering,Priya Halvorsen,3,2025-12,169.3,138.3,81.71,0
FY26_P02_Utilization_2025-11.csv,CC-1020,Mechanical Engineering,Quentin Ferreira,3,2025-12,149.6,82.8,55.38,0
FY26_P02_Utilization_2025-11.csv,CC-1020,Mechanical Engineering,Rosalind Moreau,3,2025-12,139.9,111.5,79.71,0
FY26_P02_Utilization_2025-11.csv,CC-1020,Mechanical Engineering,Soren Iverson,3,2025-12,115.5,91.8,79.45,0
FY26_P02_Utilization_2025-11.csv,CC-1020,Mechanical Engineering,Tamsin Vasquez,3,2025-12,117.7,87.0,73.94,0
FY26_P02_Utilization_2025-11.csv,CC-1020,Mechanical Engineering,Ulises Larkin,3,2025-12,142.7,93.6,65.59,0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Adaeze Haddad,3,2025-12,136.8,118.1,86.30,0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Bruno Kowalski,3,2025-12,145.2,78.7,54.22,0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Clara Bergstrom,3,2025-12,158.3,93.7,59.17,0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Dmitri Delacroix,3,2025-12,111.2,85.3,76.69,0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Vera Okafor,3,2025-12,158.2,142.0,89.79,0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Wren Nakamura,3,2025-12,165.7,30.7,18.52,0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Xiomara Fontaine,3,2025-12,116.7,19.5,16.70,0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Yusuf Novak,3,2025-12,147.1,117.5,79.85,0
FY26_P02_Utilization_2025-11.csv,CC-1030,Electrical Engineering,Zara Ashworth,3,2025-12,132.6,83.2,62.72,1
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Amara Petrova,3,2025-12,126.8,110.1,86.82,0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Bennett Duarte,3,2025-12,131.5,110.4,83.97,0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Camille Halvorsen,3,2025-12,111.2,46.9,42.17,1
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Devon Ferreira,3,2025-12,122.6,97.7,79.66,0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Elena Moreau,3,2025-12,96.5,58.5,60.65,0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Farid Iverson,3,2025-12,150.8,116.5,77.23,0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Grace Vasquez,3,2025-12,155.7,139.8,89.82,1
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Hassan Larkin,3,2025-12,139.7,99.7,71.34,1
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Imani Okafor,3,2025-12,146.5,94.3,64.40,0
FY26_P02_Utilization_2025-11.csv,CC-2010,Project Management,Jonas Nakamura,3,2025-12,152.4,92.0,60.36,0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Katya Fontaine,3,2025-12,159.0,132.3,83.20,1
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Liam Novak,3,2025-12,144.6,113.2,78.27,0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Maren Ashworth,3,2025-12,147.6,137.4,93.08,0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Nikhil Haddad,3,2025-12,116.9,90.2,77.19,0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Odessa Kowalski,3,2025-12,132.3,86.5,65.41,0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Priya Bergstrom,3,2025-12,151.1,142.7,94.42,1
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Quentin Delacroix,3,2025-12,147.5,115.7,78.42,0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Rosalind Ashby,3,2025-12,142.5,83.5,58.63,0
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Soren Salazar,3,2025-12,142.1,102.3,72.02,1
FY26_P02_Utilization_2025-11.csv,CC-3010,Field Services,Tamsin Thorne,3,2025-12,124.0,70.8,57.12,0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Adaeze Whitfield,3,2025-12,160.4,117.8,73.47,0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Bruno Rathore,3,2025-12,142.4,85.4,59.99,1
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Clara Carrasco,3,2025-12,146.6,77.7,52.97,0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Dmitri Yilmaz,3,2025-12,133.4,114.4,85.77,0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Ulises Sandoval,3,2025-12,103.9,53.9,51.92,0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Vera Lindqvist,3,2025-12,121.3,111.2,91.71,1
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Wren Beaumont,3,2025-12,161.7,144.3,89.24,1
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Xiomara Mbeki,3,2025-12,128.0,67.8,52.93,0
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Yusuf Adeyemi,3,2025-12,167.0,140.2,83.93,1
FY26_P02_Utilization_2025-11.csv,CC-4010,Digital Solutions,Zara Mensah,3,2025-12,158.6,78.7,49.64,1
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Amara Ashby,4,2026-01,156.5,134.5,85.95,0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Bennett Salazar,4,2026-01,174.9,162.4,92.88,0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Camille Thorne,4,2026-01,169.9,128.5,75.63,0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Devon Sandoval,4,2026-01,175.9,142.1,80.79,0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Elena Lindqvist,4,2026-01,137.9,106.6,77.27,1
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Farid Beaumont,4,2026-01,155.6,150.6,96.80,2
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Grace Mbeki,4,2026-01,146.1,113.4,77.60,2
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Hassan Adeyemi,4,2026-01,114.4,87.6,76.59,1
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Imani Mensah,4,2026-01,152.0,120.8,79.46,0
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Jonas Whitfield,4,2026-01,181.2,128.5,70.90,1
FY26_P03_Utilization_2025-12.csv,CC-1010,Structural Engineering,Katya Rathore,4,2026-01,167.9,140.8,83.84,0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Liam Carrasco,4,2026-01,152.7,87.1,57.07,0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Maren Yilmaz,4,2026-01,153.1,125.2,81.75,0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Nikhil Petrova,4,2026-01,153.9,105.9,68.83,0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Odessa Duarte,4,2026-01,127.9,110.7,86.59,1
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Priya Halvorsen,4,2026-01,135.6,108.9,80.33,0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Quentin Ferreira,4,2026-01,149.6,82.8,55.38,1
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Rosalind Moreau,4,2026-01,167.8,127.2,75.83,0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Soren Iverson,4,2026-01,173.3,147.1,84.88,0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Tamsin Vasquez,4,2026-01,162.6,110.5,67.97,0
FY26_P03_Utilization_2025-12.csv,CC-1020,Mechanical Engineering,Ulises Larkin,4,2026-01,156.5,99.1,63.32,0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Adaeze Haddad,4,2026-01,165.0,135.8,82.33,0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Bruno Kowalski,4,2026-01,145.2,78.7,54.22,1
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Clara Bergstrom,4,2026-01,155.5,80.3,51.66,0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Dmitri Delacroix,4,2026-01,165.8,124.2,74.91,0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Vera Okafor,4,2026-01,135.9,112.0,82.40,0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Wren Nakamura,4,2026-01,152.0,39.5,25.98,0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Xiomara Fontaine,4,2026-01,116.7,19.5,16.70,1
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Yusuf Novak,4,2026-01,170.0,122.5,72.08,0
FY26_P03_Utilization_2025-12.csv,CC-1030,Electrical Engineering,Zara Ashworth,4,2026-01,132.6,83.2,62.72,2
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Amara Petrova,4,2026-01,142.0,116.5,82.04,0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Bennett Duarte,4,2026-01,161.5,130.0,80.49,0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Camille Halvorsen,4,2026-01,111.2,46.9,42.17,2
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Devon Ferreira,4,2026-01,156.9,126.8,80.84,0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Elena Moreau,4,2026-01,151.5,87.5,57.74,0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Farid Iverson,4,2026-01,150.8,116.5,77.23,1
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Grace Vasquez,4,2026-01,159.1,140.5,88.31,0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Hassan Larkin,4,2026-01,171.0,138.0,80.71,0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Imani Okafor,4,2026-01,166.7,121.4,72.81,0
FY26_P03_Utilization_2025-12.csv,CC-2010,Project Management,Jonas Nakamura,4,2026-01,152.4,92.0,60.36,1
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Katya Fontaine,4,2026-01,159.0,132.3,83.20,2
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Liam Novak,4,2026-01,145.3,111.4,76.66,0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Maren Ashworth,4,2026-01,166.6,143.0,85.82,0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Nikhil Haddad,4,2026-01,162.6,131.7,80.98,0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Odessa Kowalski,4,2026-01,165.4,108.6,65.64,0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Priya Bergstrom,4,2026-01,152.8,142.2,93.09,0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Quentin Delacroix,4,2026-01,183.6,157.9,86.01,0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Rosalind Ashby,4,2026-01,142.5,83.5,58.63,1
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Soren Salazar,4,2026-01,142.1,102.3,72.02,2
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Tamsin Thorne,4,2026-01,145.8,70.5,48.33,0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Adaeze Whitfield,4,2026-01,164.9,133.0,80.65,0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Bruno Rathore,4,2026-01,142.4,85.4,59.99,2
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Clara Carrasco,4,2026-01,161.6,84.1,52.04,0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Dmitri Yilmaz,4,2026-01,165.8,141.6,85.39,0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Ulises Sandoval,4,2026-01,103.9,53.9,51.92,1
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Vera Lindqvist,4,2026-01,121.3,111.2,91.71,2
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Wren Beaumont,4,2026-01,156.3,115.4,73.82,0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Xiomara Mbeki,4,2026-01,156.3,86.8,55.51,0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Yusuf Adeyemi,4,2026-01,167.0,140.2,83.93,2
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Zara Mensah,4,2026-01,166.9,70.5,42.26,0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Amara Ashby,5,2026-02,159.9,142.2,88.91,0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Bennett Salazar,5,2026-02,174.9,162.4,92.88,1
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Camille Thorne,5,2026-02,153.3,143.9,93.85,0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Devon Sandoval,5,2026-02,150.1,111.6,74.37,0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Elena Lindqvist,5,2026-02,127.1,94.3,74.22,0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Farid Beaumont,5,2026-02,155.6,150.6,96.80,3
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Grace Mbeki,5,2026-02,136.9,111.0,81.11,0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Hassan Adeyemi,5,2026-02,114.4,87.6,76.59,2
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Imani Mensah,5,2026-02,158.5,133.6,84.27,0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Jonas Whitfield,5,2026-02,139.0,97.0,69.75,0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Katya Rathore,5,2026-02,100.3,84.9,84.62,0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Liam Carrasco,5,2026-02,150.2,82.8,55.11,0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Maren Yilmaz,5,2026-02,134.9,110.3,81.75,0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Nikhil Petrova,5,2026-02,153.9,105.9,68.83,1
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Odessa Duarte,5,2026-02,155.5,143.2,92.10,0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Priya Halvorsen,5,2026-02,135.6,108.9,80.33,1
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Quentin Ferreira,5,2026-02,160.2,100.5,62.76,0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Rosalind Moreau,5,2026-02,133.1,101.4,76.19,0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Soren Iverson,5,2026-02,134.4,115.6,86.04,0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Tamsin Vasquez,5,2026-02,150.7,111.6,74.04,0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Ulises Larkin,5,2026-02,156.5,99.1,63.32,1
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Adaeze Haddad,5,2026-02,142.0,115.2,81.12,0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Bruno Kowalski,5,2026-02,138.4,75.7,54.72,0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Clara Bergstrom,5,2026-02,143.9,90.6,62.97,0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Dmitri Delacroix,5,2026-02,165.8,124.2,74.91,1
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Vera Okafor,5,2026-02,135.9,112.0,82.40,1
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Wren Nakamura,5,2026-02,131.9,31.6,23.97,0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Xiomara Fontaine,5,2026-02,139.6,16.3,11.71,0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Yusuf Novak,5,2026-02,170.0,122.5,72.08,1
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Zara Ashworth,5,2026-02,127.6,69.2,54.24,0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Amara Petrova,5,2026-02,136.0,116.1,85.38,0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Bennett Duarte,5,2026-02,150.6,126.9,84.29,0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Camille Halvorsen,5,2026-02,111.2,46.9,42.17,3
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Devon Ferreira,5,2026-02,156.9,126.8,80.84,1
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Elena Moreau,5,2026-02,138.8,81.4,58.64,0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Farid Iverson,5,2026-02,133.6,112.2,83.95,0
